,Year,Brand,Name,Device,Form Factor,Architecture,Synthesis,Synthesis Details,Polyphony,Oscillators,Multitimbral,Keys,MIDI,Memory,Key type,Velocity,Aftertouch,Produced,Duration,Fame
1367,2004,Kurzweil,Kurzweil - K2661 (S),Synth,Keys,Digital,Digital,"Sample, V.A.S.T.",48,48,16,61,True,True,Keys,True,channel,2004 - 2008,4,0.4456760402897351
1368,2004,Korg,Korg - Triton Extreme 61,Synth,Keys,Digital,Digital,PCM,120,2,16,61,True,True,Keys,True,channel,2004 - 2004,0,0.3092506450534801
1369,2004,Korg,Korg - Triton Extreme 76,Synth,Keys,Digital,Digital,PCM,120,2,16,76,True,True,Keys,True,channel,2004 - 2004,0,0.4534427045705659
1370,2004,Korg,Korg - Triton Extreme 88,Synth,Keys,Digital,Digital,PCM,120,2,16,88,True,True,Keys,True,channel,2004 - 2004,0,0.3578884608838419
1371,2004,Roland,Roland - Gr-20,Synth,Floor-unit,Digital,Digital,PCM,48,2,0,0,False,True,,False,,2004 - 2004,0,0.4896578422109336
1372,2004,MFOS,Mfos - Sound Lab Mini-Synth,Synth,Desktop,Analog,Analog,VCO,1,2,0,0,False,,,False,,2004 - 2009,5,0.1536980728364548
1373,2004,Yamaha,Yamaha - S08,Synth,Keys,Digital,Digital,AWM2,64,4,16,88,True,True,Keys,True,False,2004 - 2004,0,0.4838628086094892
1374,2004,Roland,Roland - Fantom Xa,Synth,Keys,Digital,Digital,"ROM, Sample",128,4,16,61,True,True,Keys,True,channel,2004 - 2009,5,0.4329375954379137
1375,2004,Roland,Roland - Fantom X6,Synth,Keys,Digital,Digital,"ROM, Sample",128,4,16,61,True,True,Keys,True,channel,2004 - 2008,4,0.50323403552247
1376,2004,Cwejman,Cwejman - S1-Mk2,Synth,Desktop,Analog,Modular (Semi),VCO,1,3,0,0,True,,,False,,2004 - 2020,16,0.2201747686411265
1377,2004,Roland,Roland - Fantom X7,Synth,Keys,Digital,Digital,"ROM, Sample",128,4,16,76,True,True,Keys,True,channel,2004 - 2008,4,0.4986453832729672
1378,2004,Clavia,Clavia - Nord Modular G2,Synth,Keys,Digital,"Digital, Modular","VA, PM, PD",32,32,4,37,True,True,Keys,True,channel,2004 - 2009,5,0.4387463050516815
1379,2004,Clavia,Clavia - Nord Modular G2 Engine,Synth,Rack,Digital,"Digital, Modular","VA, PM, PD",32,32,4,0,True,True,,True,,2004 - 2009,5,0.3498061216813208
1380,2004,Roland,Roland - Fantom X8,Synth,Keys,Digital,Digital,"ROM, Sample",128,4,16,88,True,True,Keys,True,channel,2004 - 2008,4,0.4266627360719341
1381,2004,Alesis,Alesis - Micron,Synth,Keys,Digital,Digital,VA,8,3,8,37,True,True,Keys,True,False,2004 - 2004,0,0.6570530425763627
1382,2004,Ciat Lonbarde,Ciat Lonbarde - Tranoe,Synth,Desktop,Digital,Digital,VA. Sample,2,4,2,0,False,,,False,,2004 - 2007,3,0.1812920849036647
1383,2004,Ciat Lonbarde,Ciat Lonbarde - Din Dadin Dudero,Synth,Desktop,Digital,Digital,VA,2,2,2,0,False,,,False,,2004 - 2007,3,0.2273506887973806
1384,2004,Future Retro,Future Retro - Revolution (R2),Synth,Desktop,Analog,Analog,VCO,1,1,0,0,True,,,False,,2004 - 2004,0,0.2385830122629774
1385,2004,Analogue Solutions,Analogue Solutions - Semblance,Synth,Desktop,Analog,Analog,VCO,1,2,1,0,True,,,False,,2004 - 2004,0,0.2652197640493733
1386,2004,Access,Access - Virus Classic,Synth,Desktop/Rack,Digital,Digital,VA,16,3,16,0,True,True,,False,,2004 - 2004,0,0.4677295624733338
1387,2004,Dave Smith Instruments (DSI),Dave Smith Instruments (Dsi) - Poly Evolver Rack,Synth,Rack,Hybrid,Hybrid,"DCO, Wave",4,2,4,0,True,True,,False,,2004 - 2004,0,0.262116131113484
1388,2004,Clavia,Clavia - Nord Modular G2X,Synth,Keys,Digital,"Digital, Modular","VA, PM, PD",32,32,4,61,True,True,Keys,True,channel,2004 - 2009,5,0.1882656443675498
1389,2004,Elektron,Elektron - Monomachine Sfx-60,Synth,Desktop,Digital,Digital,"VA, FM",6,5,6,0,True,True,,False,,2004 - 2016,12,0.4092968262984183
1390,2004,Creamware,Creamware - Noah,Synth,Rack,Digital,Digital,"VA, FM, PM, WT",16,16,4,0,True,True,,False,,2004 - 2007,3,0.5452952914543655
1391,2004,Elektron,Elektron - Monomachine Sfx-6,Synth,Keys,Digital,Digital,"VA, FM",6,5,6,37,True,True,Keys,False,,2004 - 2016,12,0.4653406856914713
1392,2004,Yamaha,Yamaha - S03,Synth,Keys,Digital,Digital,AWM2,64,4,16,61,True,True,Keys,True,False,2004 - 2004,0,0.2786083081318304
1393,2005,Roland,Roland - Sp-404,Synth,Desktop,Digital,Digital,Sample,12,0,1,0,True,True,Pads,False,False,2005 - 2006,1,0.5212180947087918
1394,2005,Moog,Moog - Minimoog Voyager Rack,Synth,Rack,Analog,Analog,VCO,1,3,0,0,True,True,,True,,2005 - 2015,10,0.381621661118031
1395,2005,MFB,Mfb - Polylite,Synth,Desktop,Digital,Digital,VA,4,2,1,0,True,True,,False,,2005 - 2010,5,0.1756275885268193
1396,2005,Kurzweil,Kurzweil - Pc1Se,Synth,Keys,Digital,Digital,PCM,64,2,16,76,True,True,Keys,True,channel,2005 - 2010,5,0.1586057606167877
1397,2005,MacBeth Studio Systems,Macbeth Studio Systems - M5 (M5N),Synth,Desktop,Analog,Modular (Semi),VCO,1,3,1,0,False,True,,False,,2005 - 2005,0,0.1984081366359716
1398,2005,Korg,Korg - Oasys 76,Synth,Keys,Digital,Digital,8 Engine types,172,172,16,76,True,,Keys,True,channel,2005 - 2009,4,0.2877486592776719
1399,2005,Yamaha,Yamaha - Mo 8,Synth,Keys,Digital,Digital,"AWM2, Sample",64,4,16,88,True,True,Keys,True,channel,2005 - 2010,5,0.3434080168522457
1400,2005,Dave Smith Instruments (DSI),Dave Smith Instruments (Dsi) - Poly Evolver,Synth,Keys,Hybrid,Hybrid,"DCO, Wave",4,2,4,61,True,True,Keys,True,channel,2005 - 2005,0,0.2676348713634454
1401,2005,Roland,Roland - Juno-D,Synth,Keys,Digital,Digital,Wave,64,64,16,61,True,True,Keys,True,False,2005 - 2005,0,0.4799743390493372
1402,2005,Kurzweil,Kurzweil - Pc161,Synth,Keys,Digital,Digital,PCM,64,2,16,61,True,True,Keys,True,channel,2005 - 2010,5,0.1295287673539618
1403,2005,Kurzweil,Kurzweil - Pc1X,Synth,Keys,Digital,Digital,PCM,64,2,16,88,True,True,"Keys, Hammer action",True,channel,2005 - 2010,5,0.1281619564796138
1404,2005,Metasonix,Metasonix - Four-Voice,Synth,Rack,Analog,Analog,Tube,4,4,4,0,False,,,False,,2005 - 2005,0,0.155153751373712
1405,2005,Yamaha,Yamaha - S90 Es,Synth,Keys,Digital,Digital,AWM2,128,4,16,88,True,True,"Keys, Hammer action",True,channel,2005 - 2005,0,0.4648147984514878
1406,2005,Roland,Roland - V-Synth Gt,Synth,Keys,Digital,Digital,"VA, PCM",28,2,16,61,True,True,Keys,True,channel,2005 - 2005,0,0.5857484187397555
1407,2005,Yamaha,Yamaha - Mo 6,Synth,Keys,Digital,Digital,"AWM2, Sample",64,4,16,61,True,True,Keys,True,channel,2005 - 2010,5,0.4594475111490135
1408,2005,Alesis,Alesis - Fusion 6Hd,Synth,Keys,Digital,Digital,"VA, FM, Sample, PM",190,190,32,61,True,True,Keys,True,channel,2005 - 2005,0,0.5285644463639684
1409,2005,Access,Access - Virus Ti Kb,Synth,Keys,Digital,Digital,VA,80,3,16,61,True,True,Keys,True,channel,2005 - 2005,0,0.574549252995231
1410,2005,Korg,Korg - Oasys 88,Synth,Keys,Digital,Digital,8 Engine types,172,172,16,88,True,,"Keys, Hammer action",True,channel,2005 - 2009,4,0.3971804298631439
1411,2005,Buchla,Buchla - 200E Series,Synth,Desktop,Hybrid,"Hybrid, Modular",Hybrid,0,0,0,0,True,True,,True,,2005 - 2016,11,0.1580890001124129
1412,2005,Analogue Solutions,Analogue Solutions - Red Square V2,Synth,Desktop/Rack,Analog,Modular (Semi),VCO,1,2,1,0,True,,,False,,2005 - 2005,0,0.2198309545199399
1413,2005,4ms,4Ms - Triwave Picogenerator,Synth,Rack,Analog,Analog,VCO,1,2,1,0,False,,,False,,2005 - 2005,0,0.1852797634189346
1414,2005,Roland,Roland - Sp-606,Synth,Desktop,Digital,Digital,Sample,8,8,1,0,True,True,Pads,True,False,2005 - 2005,0,0.4503548518297255
1415,2005,Clavia,Clavia - Nord Stage 76,Synth,Keys,Digital,Digital,"VA, FM, PM, WT",60,2,2,76,True,True,"Keys, Hammer Action",True,channel,2005 - 2008,3,0.3068895810442478
1416,2005,Analogue Solutions,Analogue Solutions - Vostock V2,Synth,Desktop,Analog,Modular,VCO,1,3,1,0,True,,,False,,2005 - 2005,0,0.2425867766555129
1417,2005,Alesis,Alesis - Fusion 8Hd,Synth,Keys,Digital,Digital,"VA, FM, Sample, PM",190,190,32,88,True,True,Keys,True,channel,2005 - 2005,0,0.5094193726948624
1418,2005,Access,Access - Virus Ti,Synth,Desktop,Digital,Digital,VA,80,3,16,0,True,True,,False,,2005 - 2005,0,0.5446430916587772
1419,2005,Access,Access - Virus Ti Polar,Synth,Keys,Digital,Digital,VA,80,3,16,37,True,True,Keys,True,channel,2005 - 2005,0,0.6086422545400832
1420,2005,Clavia,Clavia - Nord Stage 88,Synth,Keys,Digital,Digital,"VA, FM, PM, WT",60,2,2,88,True,True,"Keys, Hammer Action",True,channel,2005 - 2008,3,0.303180403533566
1421,2005,Clavia,Clavia - Nord Stage 73,Synth,Keys,Digital,Digital,"VA, FM, PM, WT",60,2,2,73,True,True,Keys,True,channel,2005 - 2008,3,0.3094426233173946
1422,2006,Metasonix,Metasonix - Tm-1,Synth,Rack,Analog,Analog,Tube,1,1,1,0,False,,,False,,2006 - 2008,2,0.4474064938625526
1423,2006,Roland,Roland - Mc-808,Synth,Desktop,Digital,Digital,"VA, Sample",128,0,16,0,True,True,Buttons,False,False,2006 - 2006,0,0.5860545544633781
1424,2006,Vermona,Vermona - Mars,Synth,Rack,Analog,Analog,VCO,1,1,1,0,True,True,,False,,2006 - 2010,4,0.2749733714570062
1425,2006,Roland,Roland - Sh-201,Synth,Keys,Digital,Digital,VA,10,10,1,49,True,True,Keys,True,False,2006 - 2006,0,0.6876923393276785
1426,2006,Moog,Moog - Little Phatty Tribute,Synth,Keys,Analog,Analog,VCO,1,2,1,37,True,True,Keys,True,False,2006 - 2006,0,0.4591774790745733
1427,2006,Synthetic Music Systems,Synthetic Music Systems - Mars,Synth,Rack,Analog,Modular,VCO,1,1,1,0,False,,,False,,2006 - 2006,0,0.4931955251282835
1428,2006,Moog,Moog - Little Phatty,Synth,Keys,Analog,Analog,VCO,1,2,1,37,True,True,Keys,True,False,2006 - 2013,7,0.648194829969593
1429,2006,Waldorf,Waldorf - Zarenbourg Piano,Synth,Keys,Digital,Digital,"PM, FM, ROM",100,2,2,76,True,True,Keys,True,False,2006 - 2010,4,0.3592824913828654
1430,2006,Harrison Instruments,Harrison Instruments - 302 Theremin,Synth,Theremin,Analog,Analog,VCO,1,1,0,0,False,,,False,,2006 - 2010,4,0.1674416957419927
1431,2006,Metasonix,Metasonix - Tm-3,Synth,Rack,Analog,Analog,Tube,1,2,1,0,False,,,False,,2006 - 2008,2,0.4464176559622514
1432,2006,Schippmann,Schippmann - Ebbe Und Flut,Misc,Rack,Analog,Analog,Filter,0,0,0,0,False,,,False,,2006 - 2006,0,0.2537837808409852
1433,2006,Roland,Roland - Juno-G,Synth,Keys,Digital,Digital,Wave,128,128,16,61,True,True,Keys,True,False,2006 - 2010,4,0.5858512549588758
1434,2006,Korg,Korg - R3,Synth,Keys,Digital,Digital,"VA, PCM",8,2,2,37,True,True,Keys,True,False,2006 - 2006,0,0.5719229417207604
1435,2006,Mode Machines,Mode Machines - X0Xb0X,Synth,Desktop,Analog,Analog,VCO,1,1,1,0,True,,,False,,2006 - 2006,0,0.2489110251187903
1436,2006,Creamware,Creamware - Prodyssey Asb,Synth,Desktop,Digital,Digital,"VA, PM",12,2,1,0,True,True,,False,,2006 - 2008,2,0.4508419173471114
1437,2006,Ciat Lonbarde,Ciat Lonbarde - Rollz-5,Drum,Desktop,Digital,Digital,FM,12,1,0,0,False,,Touch plates,False,False,2006 - 2010,4,0.1870085461880136
1438,2006,Roland,Roland - Vp-550,Misc,Keys,Miscellaneous,Vocoder,Vocoder,128,128,3,0,True,True,Keys,True,False,2006 - 2006,0,0.5299064851489119
1439,2006,Creamware,Creamware - Pro-12 Asb,Synth,Desktop,Digital,Digital,VA,12,2,1,0,True,True,,False,,2006 - 2010,4,0.493433516282682
1440,2006,Korg,Korg - Tr 61,Synth,Keys,Digital,Digital,PCM,120,1,16,61,True,,Keys,True,channel,2006 - 2006,0,0.2498503135715632
1441,2006,Korg,Korg - Tr 76,Synth,Keys,Digital,Digital,PCM,120,1,16,76,True,,Keys,True,channel,2006 - 2006,0,0.2542452592292822
1442,2006,Dave Smith Instruments (DSI),Dave Smith Instruments (Dsi) - Mono Evolver,Synth,Keys,Hybrid,Hybrid,"DCO, Wave",1,2,0,37,True,True,Keys,True,channel,2006 - 2014,8,0.2457244025827595
1443,2006,Creamware,Creamware - Minimax Asb,Synth,Desktop,Digital,Digital,VA,12,3,1,0,True,True,,False,,2006 - 2010,4,0.554293748243775
1444,2006,Studio Electronics,Studio Electronics - Atc-Xi,Synth,Rack,Analog,Analog,VCO,1,2,1,0,True,True,,False,,2006 - 2006,0,0.2068293759095677
1445,2006,JoMoX,Jomox - M-Resonator Analog Filtermachine,Misc,Desktop,Analog,Analog,VCO,0,0,0,0,False,,,False,,2006 - 2007,1,0.1630861883371499
1446,2006,Korg,Korg - Radias,Synth,Rack,Digital,Digital,"VA, PCM",24,2,4,0,True,True,,True,,2006 - 2006,0,0.657444476372875
1447,2006,Korg,Korg - Kaoss Pad (Kp3),Sampler,Desktop,Digital,Digital,"PCM, Sample",4,0,0,0,True,True,"Soft pads, Touch pad",False,False,2006 - 2006,0,0.4151937112860959
1448,2006,Korg,Korg - Tr 88,Synth,Keys,Digital,Digital,PCM,120,1,16,88,True,,Keys,True,channel,2006 - 2006,0,0.3412493835397823
1449,2006,JoMoX,Jomox - Xbase 999,Drum,Desktop/Rack,Hybrid,Hybrid,"DCO, PCM, sample",9,1,9,0,True,,Buttons,False,False,2006 - 2013,7,0.1876915324652485
1450,2006,Studio Electronics,Studio Electronics - Atc-X,Synth,Rack,Analog,Analog,VCO,1,2,1,0,True,True,,False,,2006 - 2006,0,0.4765743099548218
1451,2006,Korg,Korg - Microx,Synth,Keys,Digital,Digital,PCM,64,2,8,25,True,True,Mini keys,True,False,2006 - 2012,6,0.3973204892205929
1452,2006,Metasonix,Metasonix - S-1000,Synth,Rack,Analog,Analog,Tube,1,2,1,0,False,,,False,,2006 - 2012,6,0.572876966387993
1453,2007,Yamaha,Yamaha - Motif Xs8,Synth,Keys,Digital,Digital,"AWM2, Sample",128,4,16,88,True,True,"Keys, Hammer action",True,channel,2007 - 2010,3,0.3447328667387016
1454,2007,Roland,Roland - Vg-99,Synth,Floor-unit,Digital,Digital,"VA, PM",6,6,2,0,True,True,,False,,2007 - 2007,0,0.5015640707512067
1455,2007,Spectral Audio,Spectral Audio - Cyclus 3,Misc,Desktop,Miscellaneous,Sequencer,Sequencer,0,0,0,0,True,True,,True,,2007 - 2007,0,0.1825027756495549
1456,2007,Waldorf,Waldorf - Blofeld,Synth,Desktop,Digital,Digital,Wave,25,3,16,0,True,True,,True,,2007 - Present,17,0.5923908094860294
1457,2007,Waldorf,Waldorf - Gekko Chords,Misc,Desktop,Miscellaneous,Controller,Controller,0,0,0,0,True,,,False,,2007 - 2007,0,0.4210609888397538
1458,2007,Waldorf,Waldorf - Gekko Arpeggiator,Misc,Desktop,Miscellaneous,Controller,Controller,0,0,0,0,True,,,False,,2007 - 2007,0,0.2109290197714119
1459,2007,MFB,Mfb - Synth Ii,Synth,Desktop,Digital,Digital,VA,1,2,1,0,True,True,,False,,2007 - 2010,3,0.2391660074692415
1460,2007,Yamaha,Yamaha - Mm6,Synth,Keys,Digital,Digital,AWM2,32,32,16,61,True,True,Keys,True,channel,2007 - 2010,3,0.3737746363634019
1461,2007,Novation,Novation - Xiosynth (49),Synth,Keys,Digital,Digital,VA,10,3,1,49,True,True,Keys,True,False,2007 - 2007,0,0.3768229933567575
1462,2007,Yamaha,Yamaha - Motif Rack Xs,Synth,Rack,Digital,Digital,"AWM2, Sample",128,4,16,0,True,True,,True,,2007 - 2010,3,0.3905747274634479
1463,2007,Roland,Roland - Hpd-10 Handsonic,Drum,Desktop,Digital,Digital,ROM,64,1,0,0,True,True,Pads,True,False,2007 - 2010,3,0.40396710479025
1464,2007,Yamaha,Yamaha - Mm8,Synth,Keys,Digital,Digital,AWM2,32,32,16,88,True,True,Keys,True,channel,2007 - 2010,3,0.3107585727035096
1465,2007,Yamaha,Yamaha - Motif Xs6,Synth,Keys,Digital,Digital,"AWM2, Sample",128,4,16,61,True,True,Keys,True,channel,2007 - 2010,3,0.34523108743429
1466,2007,Yamaha,Yamaha - Motif Xs7,Synth,Keys,Digital,Digital,"AWM2, Sample",128,4,16,76,True,True,Keys,True,channel,2007 - 2010,3,0.4816278561537078
1467,2007,Roland,Roland - Soniccell,Synth,Desktop,Digital,Digital,"PCM, Sample",128,4,16,0,True,True,,False,,2007 - 2007,0,0.3284696588609759
1468,2007,Dave Smith Instruments (DSI),Dave Smith Instruments (Dsi) - Prophet '08 Desktop,Synth,Desktop,Analog,Analog,DCO,8,2,0,0,True,True,,True,,2007 - 2007,0,0.2198380501852917
1469,2007,Waldorf,Waldorf - Gekko Trigger,Misc,Desktop,Miscellaneous,Controller,Controller,0,0,0,0,True,,,False,,2007 - 2007,0,0.3488031714612259
1470,2007,Korg,Korg - M3 61,Synth,Keys,Digital,Digital,PCM,120,2,16,61,True,True,Keys,True,channel,2007 - 2010,3,0.3263570227557912
1471,2007,Korg,Korg - M3 88,Synth,Keys,Digital,Digital,PCM,120,2,16,88,True,True,"Keys, Hammer action",True,channel,2007 - 2010,3,0.3787879267043912
1472,2007,MFOS,Mfos - Weird Sound Generator,Synth,Desktop,Analog,Analog,VCO,1,2,0,0,False,,,False,,2007 - 2010,3,0.2091998536607513
1473,2007,Waldorf,Waldorf - Micro Q Rack,Synth,Rack,Digital,Digital,Wave,25,5,16,0,True,True,,False,,2007 - 2007,0,0.537074159977546
1474,2007,Metasonix,Metasonix - Tm-2,Misc,Rack,Analog,Analog,Tube,1,1,1,0,False,,,False,,2007 - 2008,1,0.3757698720809655
1475,2007,Clavia,Clavia - Nord C1,Synth,Keys,Digital,Digital,"PM, PCM",122,3,3,61 x2,True,True,Keys,False,False,2007 - 2009,2,0.4471422644661953
1476,2007,Dave Smith Instruments (DSI),Dave Smith Instruments (Dsi) - Prophet '08,Synth,Keys,Analog,Analog,DCO,8,2,0,61,True,True,Keys,True,channel,2007 - 2007,0,0.2462555283820912
1477,2007,JoMoX,Jomox - M-Resonator Neuronium,Misc,Desktop,Digital,Digital,"VA, FM",6,6,0,0,True,,,False,,2007 - 2010,3,0.2047905351111587
1478,2007,Korg,Korg - X50,Synth,Keys,Digital,Digital,PCM,62,1,16,61,True,,Keys,True,channel,2007 - 2007,0,0.5117758845530153
1479,2007,Akai,Akai - Mpc2500,Sampler,Desktop,Digital,Digital,Sample,32,1,16,0,True,True,Pads,True,channel,2007 - 2015,8,0.2205180121296355
1480,2007,Akai,Akai - Mpc500,Sampler,Desktop,Digital,Digital,Sample,32,1,16,0,True,True,Pads,True,channel,2007 - 2015,8,0.4966437078827366
1481,2007,Metasonix,Metasonix - Tm-6,Misc,Rack,Analog,Analog,Tube,1,1,1,0,False,,,False,,2007 - 2008,1,0.441327735621135
1482,2007,Ciat Lonbarde,Ciat Lonbarde - Sidrassi Organus,Synth,Desktop,Digital,Digital,FM,7,6,7,0,False,,Touch plates,False,False,2007 - 2011,4,0.1579036424777512
1483,2007,Elektron,Elektron - Machinedrum Sps-1 Mkii,Drum,Desktop,Digital,Digital,Multi engine,16,1,0,0,True,True,Pads,False,False,2007 - 2016,9,0.2761057567734133
1484,2007,Future Retro,Future Retro - Xs,Synth,Desktop,Analog,Modular (Semi),VCO,1,2,0,0,True,True,,True,,2007 - 2007,0,0.1815713424558798
1485,2007,MFB,Mfb - Synth Lite Ii,Synth,Desktop,Analog,Analog,VCO,1,3,1,0,True,True,,False,,2007 - 2010,3,0.2694039222420299
1486,2007,Ciat Lonbarde,Ciat Lonbarde - Stuber,Synth,Desktop,Digital,Digital,VA,1,2,1,0,False,,,False,,2007 - 2010,3,0.1800759670940878
1487,2007,Roland,Roland - V-Synth Xt,Synth,Rack,Digital,Digital,"VA, PCM",24,2,16,0,True,True,,True,,2007 - 2007,0,0.5424506782536584
1488,2007,Korg,Korg - M3 73,Synth,Keys,Digital,Digital,PCM,120,2,16,73,True,True,Keys,True,channel,2007 - 2010,3,0.3686239670234019
1489,2007,Novation,Novation - Xiosynth (25),Synth,Keys,Digital,Digital,VA,10,3,1,25,True,True,Keys,True,False,2007 - 2007,0,0.4325838323741472
1490,2007,Manikin,Manikin - Memotron Keyboard M2K,Synth,Keys,Digital,Digital,Sample,111,1,3,37,True,True,Keys,False,False,2007 - 2010,3,0.2150379236410873
1491,2008,Moog,Moog - Little Phatty Stage Ii,Synth,Keys,Analog,Analog,VCO,1,2,1,37,True,True,Keys,True,False,2008 - 2010,2,0.2764647332085599
1492,2008,Roland,Roland - Fantom G8,Synth,Keys,Digital,Digital,"ROM, Sample",64,4,16,88,True,True,Keys,True,channel,2008 - 2014,6,0.4812820328010991
1493,2008,Korg,Korg - M50 88,Synth,Keys,Digital,Digital,AI,80,2,16,88,True,True,"Keys, Hammer action",True,False,2008 - 2010,2,0.3467220947151172
1494,2008,Korg,Korg - M50 61,Synth,Keys,Digital,Digital,AI,80,2,16,61,True,True,Keys,True,False,2008 - 2010,2,0.3784828908948238
1495,2008,Clavia,Clavia - Nord Wave,Synth,Keys,Digital,Digital,"VA, FM, WT, Sample",18,2,2,49,True,True,Keys,True,channel,2008 - 2013,5,0.2629765746438995
1496,2008,Roland,Roland - Juno-Stage,Synth,Keys,Digital,Digital,Wave,128,128,16,76,True,True,Keys,True,False,2008 - 2008,0,0.3791987158379751
1497,2008,Kurzweil,Kurzweil - Pc361,Synth,Keys,Digital,Digital,PCM,128,2,16,61,True,True,Keys,True,channel,2008 - 2010,2,0.1522380736665665
1498,2008,Zebranalogic,Zebranalogic - Oscillator-Iii,Synth,Desktop,Analog,Analog,VCO,1,4,1,0,True,,,False,,2008 - 2010,2,0.1504367194499302
1499,2008,Chimera Synthesis,Chimera Synthesis - Bc16 Patchable Synthesizer,Synth,Desktop,Analog,Modular,VCO,1,1,0,0,True,True,,False,,2008 - 2008,0,0.1750763326972775
1500,2008,Zebranalogic,Zebranalogic - Oscillator-Iv,Synth,Desktop,Analog,Analog,VCO,1,4,1,0,True,,,False,,2008 - 2010,2,0.1863307159578743
1501,2008,MFB,Mfb - 503,Drum,Desktop,Hybrid,Hybrid,"VA, PCM",5,1,1,0,True,True,,False,,2008 - 2010,2,0.2419351371503349
1502,2008,Kurzweil,Kurzweil - Pc3X,Synth,Keys,Digital,Digital,PCM,128,2,16,88,True,True,"Keys, Hammer action",True,channel,2008 - 2010,2,0.39836217993111
1503,2008,Moog,Moog - Minimoog Voyager Old School,Synth,Keys,Analog,Analog,VCO,1,3,0,44,False,False,Keys,False,channel,2008 - 2010,2,0.5366419471356932
1504,2008,Roland,Roland - Fantom G7,Synth,Keys,Digital,Digital,"ROM, Sample",64,4,16,76,True,True,Keys,True,channel,2008 - 2014,6,0.2241017562288747
1505,2008,L. L. Electronics,L. L. Electronics - Rozzbox One,Synth,Desktop,Digital,Digital,"VA, FM",5,4,5,0,True,True,,False,,2008 - 2008,0,0.1873797999887782
1506,2008,Roland,Roland - Sp-555,Synth,Desktop,Digital,Digital,Sample,12,12,1,0,True,True,Pads,False,False,2008 - 2008,0,0.6316468981921669
1507,2008,Zebranalogic,Zebranalogic - Circular-Oscillator-Vii,Synth,Desktop,Analog,Analog,VCO,1,2,1,0,True,,,False,,2008 - 2010,2,0.091538834226296
1508,2008,Roland,Roland - Fantom G6,Synth,Keys,Digital,Digital,"ROM, Sample",64,4,16,61,True,True,Keys,True,channel,2008 - 2014,6,0.2535633523805183
1509,2008,Access,Access - Virus Ti Snow,Synth,Desktop,Digital,Digital,VA,50,3,4,0,True,True,,False,,2008 - 2008,0,0.5585080909633828
1510,2008,Dave Smith Instruments (DSI),Dave Smith Instruments (Dsi) - Mopho Keyboard,Synth,Keys,Analog,Analog,DCO,1,2,0,32,True,True,Keys,True,channel,2008 - 2008,0,0.2679531636683383
1511,2008,Analogue Solutions,Analogue Solutions - Tereshkova,Synth,Desktop,Analog,Modular,VCO,1,3,1,0,True,,,False,,2001 - 2008,7,0.2215514121925204
1512,2008,Voice of Saturn,Voice Of Saturn - Voltage Controlled Filter,Misc,Desktop,Analog,Analog,Filter,1,1,0,0,False,,,False,,2008 - 2010,2,0.1240813487802022
1513,2008,Clavia,Clavia - Nord Stage Ex 73,Synth,Keys,Digital,Digital,"VA, FM, PM, WT",60,2,2,73,True,True,Keys,True,channel,2008 - 2011,3,0.3470010077196899
1514,2008,Voice of Saturn,Voice Of Saturn - Sequencer,Misc,Desktop,Miscellaneous,Sequencer,Sequencer,0,0,0,0,False,,,False,,2008 - 2010,2,0.183747987100096
1515,2008,JoMoX,Jomox - Xbase 888,Drum,Desktop/Rack,Hybrid,Hybrid,"DCO, PCM, sample",9,1,9,0,True,True,Buttons,False,False,2008 - 2010,2,0.2127802563887542
1516,2008,Hypersynth,Hypersynth - Hypersid,Synth,Dektop/Rack,Digital,Digital,SID,3,3,0,0,True,,,False,,2008 - 2010,2,0.1170455037022326
1517,2008,Kurzweil,Kurzweil - Pc3,Synth,Keys,Digital,Digital,PCM,128,2,16,76,True,True,Keys,True,channel,2008 - 2010,2,0.2918811257533463
1518,2008,JoMoX,Jomox - Mbase 01,Drum,Desktop,Analog,Analog,VCO,1,1,0,0,True,True,Button,False,False,2008 - 2008,0,0.2191512801058283
1519,2008,Dave Smith Instruments (DSI),Dave Smith Instruments (Dsi) - Mopho,Synth,Desktop,Analog,Analog,DCO,1,2,0,0,True,True,,True,,2008 - 2008,0,0.2759564886285202
1520,2008,Clavia,Clavia - Nord Stage Ex 88,Synth,Keys,Digital,Digital,"VA, FM, PM, WT",60,2,2,88,True,True,"Keys, Hammer Action",True,channel,2008 - 2011,3,0.2439970809120006
1521,2008,Analogue Solutions,Analogue Solutions - Leipzig,Synth,Rack,Analog,Analog,VCO,1,2,1,0,True,,,False,,2008 - 2008,0,0.2240252967512537
1522,2008,Akai,Akai - Xr20,Drum,Desktop,Digital,Digital,ROM,12,1,12,0,True,True,Pads,True,False,2008 - 2008,0,0.5413999054737438
1523,2008,Use Audio,Use Audio - Plugiator,Synth,Desktop,Digital,Digital,"FM, PM, VA, WT",90,90,1,0,True,True,,False,,2008 - 2014,6,0.2485804296671099
1524,2008,Korg,Korg - Electribe Sx (Esx-1Sd),Sampler,Desktop,Digital,Digital,Sample,16,2,16,0,True,True,Soft pads,False,False,2008 - 2014,6,0.2591611532124299
1525,2008,Generalmusic (GEM),Generalmusic (Gem) - Promega 2,Synth,Keys,Digital,Digital,"PCM, PM",160,3,3,88,True,True,Keys,True,channel,2008 - 2008,0,0.3426257844854866
